record_id,plot_id,farm_id,crop,state,year,season,date,chemical_name,chemical_type,chemical_category,application_rate,unit,application_method,weather_at_application,temperature_c,notes
CHEM-0312,plot-003c,farm-003,Potato,Assam,2025,Rabi,2025-12-25,Borax,fertilizer,micronutrient,9.7,kg/ha,foliar,cloudy,27.4,
CHEM-0313,plot-003c,farm-003,Potato,Assam,2025,Rabi,2025-11-24,Zinc Sulphate,fertilizer,micronutrient,10.7,kg/ha,band,clear,25.2,
CHEM-0314,plot-003c,farm-003,Potato,Assam,2025,Rabi,2025-11-11,Zinc Sulphate,fertilizer,micronutrient,14.4,kg/ha,band,overcast,31.4,
CHEM-0315,plot-003c,farm-003,Potato,Assam,2025,Rabi,2025-03-11,"2,4-D Sodium Salt 80WP",pesticide,herbicide,775.3,g/ha,power sprayer,cloudy,37.5,
CHEM-0316,plot-003c,farm-003,Potato,Assam,2026,Rabi,2026-12-06,Borax,fertilizer,micronutrient,9.6,kg/ha,band,overcast,23.7,
CHEM-0317,plot-003c,farm-003,Potato,Assam,2026,Rabi,2026-11-27,Urea (46-0-0),fertilizer,nitrogen,116.7,kg/ha,broadcast,clear,28.2,
CHEM-0318,plot-003c,farm-003,Potato,Assam,2026,Rabi,2026-11-01,NPK 20:20:0,fertilizer,complex,64.1,kg/ha,band,overcast,27.5,
CHEM-0319,plot-003c,farm-003,Potato,Assam,2026,Rabi,2026-11-01,Borax,fertilizer,micronutrient,11.6,kg/ha,drip,clear,20.3,
CHEM-0320,plot-003c,farm-003,Potato,Assam,2026,Rabi,2026-02-01,Carbendazim 50WP,pesticide,fungicide,383.9,g/ha,drone,clear morning,23.7,
CHEM-0321,plot-003c,farm-003,Potato,Assam,2026,Rabi,2026-01-07,Imidacloprid 17.8SL,pesticide,insecticide,142.9,ml/ha,power sprayer,cloudy,26.3,
CHEM-0322,plot-003c,farm-003,Potato,Assam,2026,Rabi,2026-02-15,Glyphosate 41SL,pesticide,herbicide,1618.5,ml/ha,knapsack,evening calm,25.6,
CHEM-0323,plot-004a,farm-004,Cotton(lint),Maharashtra,2020,Kharif,2020-05-03,DAP (18-46-0),fertilizer,phosphorus,82.7,kg/ha,drip,overcast,27.5,
CHEM-0324,plot-004a,farm-004,Cotton(lint),Maharashtra,2020,Kharif,2020-05-23,Borax,fertilizer,micronutrient,5.6,kg/ha,band,clear,30.0,
CHEM-0325,plot-004a,farm-004,Cotton(lint),Maharashtra,2020,Kharif,2020-07-19,Zinc Sulphate,fertilizer,micronutrient,19.7,kg/ha,broadcast,clear,24.6,
CHEM-0326,plot-004a,farm-004,Cotton(lint),Maharashtra,2020,Kharif,2020-05-22,Borax,fertilizer,micronutrient,7.7,kg/ha,foliar,clear,23.6,
CHEM-0327,plot-004a,farm-004,Cotton(lint),Maharashtra,2020,Kharif,2020-07-25,Chlorpyrifos 20EC,pesticide,insecticide,2442.2,ml/ha,drone,clear morning,26.8,
CHEM-0328,plot-004a,farm-004,Cotton(lint),Maharashtra,2020,Kharif,2020-09-22,Mancozeb 75WP,pesticide,fungicide,2350.0,g/ha,power sprayer,cloudy,34.1,
CHEM-0329,plot-004a,farm-004,Cotton(lint),Maharashtra,2021,Kharif,2021-07-02,DAP (18-46-0),fertilizer,phosphorus,75.0,kg/ha,broadcast,overcast,24.6,
CHEM-0330,plot-004a,farm-004,Cotton(lint),Maharashtra,2021,Kharif,2021-08-25,DAP (18-46-0),fertilizer,phosphorus,67.0,kg/ha,foliar,clear,32.7,
CHEM-0331,plot-004a,farm-004,Cotton(lint),Maharashtra,2021,Kharif,2021-09-14,"2,4-D Sodium Salt 80WP",pesticide,herbicide,614.1,g/ha,knapsack,evening calm,31.4,
CHEM-0332,plot-004a,farm-004,Cotton(lint),Maharashtra,2021,Kharif,2021-08-26,Glyphosate 41SL,pesticide,herbicide,1628.5,ml/ha,knapsack,evening calm,23.2,
CHEM-0333,plot-004a,farm-004,Cotton(lint),Maharashtra,2022,Kharif,2022-06-24,MOP (0-0-60),fertilizer,potassium,49.0,kg/ha,drip,light rain,27.2,
CHEM-0334,plot-004a,farm-004,Cotton(lint),Maharashtra,2022,Kharif,2022-07-15,DAP (18-46-0),fertilizer,phosphorus,50.3,kg/ha,foliar,light rain,22.0,
CHEM-0335,plot-004a,farm-004,Cotton(lint),Maharashtra,2022,Kharif,2022-08-18,DAP (18-46-0),fertilizer,phosphorus,59.4,kg/ha,drip,clear,20.5,
CHEM-0336,plot-004a,farm-004,Cotton(lint),Maharashtra,2022,Kharif,2022-08-28,Pretilachlor 50EC,pesticide,herbicide,637.2,ml/ha,drone,clear morning,26.7,
CHEM-0337,plot-004a,farm-004,Cotton(lint),Maharashtra,2022,Kharif,2022-07-19,Glyphosate 41SL,pesticide,herbicide,2668.8,ml/ha,knapsack,evening calm,28.1,
CHEM-0338,plot-004a,farm-004,Cotton(lint),Maharashtra,2023,Kharif,2023-08-05,Ammonium Sulphate,fertilizer,nitrogen,71.1,kg/ha,broadcast,cloudy,28.7,
CHEM-0339,plot-004a,farm-004,Cotton(lint),Maharashtra,2023,Kharif,2023-05-12,Zinc Sulphate,fertilizer,micronutrient,14.5,kg/ha,foliar,cloudy,34.4,
CHEM-0340,plot-004a,farm-004,Cotton(lint),Maharashtra,2023,Kharif,2023-07-10,Mancozeb 75WP,pesticide,fungicide,2186.8,g/ha,foliar spray,cloudy,27.3,
CHEM-0341,plot-004a,farm-004,Cotton(lint),Maharashtra,2023,Kharif,2023-08-15,Glyphosate 41SL,pesticide,herbicide,2706.1,ml/ha,power sprayer,cloudy,35.0,
CHEM-0342,plot-004a,farm-004,Cotton(lint),Maharashtra,2024,Kharif,2024-06-16,MOP (0-0-60),fertilizer,potassium,45.0,kg/ha,foliar,cloudy,39.3,
CHEM-0343,plot-004a,farm-004,Cotton(lint),Maharashtra,2024,Kharif,2024-08-19,SSP (Single Super Phosphate),fertilizer,phosphorus,129.1,kg/ha,band,light rain,27.5,
CHEM-0344,plot-004a,farm-004,Cotton(lint),Maharashtra,2024,Kharif,2024-06-19,Zinc Sulphate,fertilizer,micronutrient,15.5,kg/ha,band,clear,39.1,
CHEM-0345,plot-004a,farm-004,Cotton(lint),Maharashtra,2024,Kharif,2024-06-15,Borax,fertilizer,micronutrient,14.4,kg/ha,foliar,clear,36.4,
CHEM-0346,plot-004a,farm-004,Cotton(lint),Maharashtra,2024,Kharif,2024-08-08,"2,4-D Sodium Salt 80WP",pesticide,herbicide,569.6,g/ha,power sprayer,evening calm,24.5,
CHEM-0347,plot-004a,farm-004,Cotton(lint),Maharashtra,2024,Kharif,2024-06-15,Glyphosate 41SL,pesticide,herbicide,2683.6,ml/ha,drone,evening calm,28.4,
CHEM-0348,plot-004a,farm-004,Cotton(lint),Maharashtra,2025,Kharif,2025-07-23,Zinc Sulphate,fertilizer,micronutrient,7.3,kg/ha,broadcast,clear,35.4,
CHEM-0349,plot-004a,farm-004,Cotton(lint),Maharashtra,2025,Kharif,2025-05-19,SSP (Single Super Phosphate),fertilizer,phosphorus,46.7,kg/ha,drip,light rain,39.3,
CHEM-0350,plot-004a,farm-004,Cotton(lint),Maharashtra,2025,Kharif,2025-05-09,Zinc Sulphate,fertilizer,micronutrient,4.6,kg/ha,band,cloudy,28.9,
CHEM-0351,plot-004a,farm-004,Cotton(lint),Maharashtra,2025,Kharif,2025-06-12,Zinc Sulphate,fertilizer,micronutrient,6.8,kg/ha,broadcast,overcast,22.1,
CHEM-0352,plot-004a,farm-004,Cotton(lint),Maharashtra,2025,Kharif,2025-07-12,Imidacloprid 17.8SL,pesticide,insecticide,234.8,ml/ha,power sprayer,cloudy,29.3,Applied double dose - couldn't control bollworm
CHEM-0353,plot-004a,farm-004,Cotton(lint),Maharashtra,2025,Kharif,2025-08-16,Mancozeb 75WP,pesticide,fungicide,5704.2,g/ha,foliar spray,cloudy,33.6,Applied double dose - couldn't control bollworm
CHEM-0354,plot-004a,farm-004,Cotton(lint),Maharashtra,2026,Kharif,2026-05-26,SSP (Single Super Phosphate),fertilizer,phosphorus,106.7,kg/ha,broadcast,clear,37.0,
CHEM-0355,plot-004a,farm-004,Cotton(lint),Maharashtra,2026,Kharif,2026-06-24,DAP (18-46-0),fertilizer,phosphorus,83.9,kg/ha,band,cloudy,31.0,
CHEM-0356,plot-004a,farm-004,Cotton(lint),Maharashtra,2026,Kharif,2026-08-08,SSP (Single Super Phosphate),fertilizer,phosphorus,156.0,kg/ha,drip,cloudy,23.7,
CHEM-0357,plot-004a,farm-004,Cotton(lint),Maharashtra,2026,Kharif,2026-07-15,Glyphosate 41SL,pesticide,herbicide,2093.4,ml/ha,drone,cloudy,22.1,
CHEM-0358,plot-004a,farm-004,Cotton(lint),Maharashtra,2026,Kharif,2026-06-19,Mancozeb 75WP,pesticide,fungicide,1808.7,g/ha,foliar spray,evening calm,25.0,
CHEM-0359,plot-004a,farm-004,Cotton(lint),Maharashtra,2026,Kharif,2026-06-09,Propiconazole 25EC,pesticide,fungicide,478.8,ml/ha,drone,evening calm,37.5,
CHEM-0360,plot-004b,farm-004,Arhar/Tur,Maharashtra,2020,Rabi,2020-11-12,Zinc Sulphate,fertilizer,micronutrient,19.2,kg/ha,foliar,overcast,32.3,
CHEM-0361,plot-004b,farm-004,Arhar/Tur,Maharashtra,2020,Rabi,2020-11-22,Ammonium Sulphate,fertilizer,nitrogen,114.3,kg/ha,band,light rain,22.4,
CHEM-0362,plot-004b,farm-004,Arhar/Tur,Maharashtra,2020,Rabi,2020-12-23,Ammonium Sulphate,fertilizer,nitrogen,58.2,kg/ha,band,overcast,28.4,
CHEM-0363,plot-004b,farm-004,Arhar/Tur,Maharashtra,2020,Rabi,2020-02-21,Glyphosate 41SL,pesticide,herbicide,2134.6,ml/ha,knapsack,evening calm,24.7,
CHEM-0364,plot-004b,farm-004,Arhar/Tur,Maharashtra,2021,Rabi,2021-12-20,MOP (0-0-60),fertilizer,potassium,39.4,kg/ha,broadcast,light rain,39.0,
CHEM-0365,plot-004b,farm-004,Arhar/Tur,Maharashtra,2021,Rabi,2021-12-18,Borax,fertilizer,micronutrient,6.4,kg/ha,drip,overcast,33.7,
CHEM-0366,plot-004b,farm-004,Arhar/Tur,Maharashtra,2021,Rabi,2021-12-16,Zinc Sulphate,fertilizer,micronutrient,20.7,kg/ha,band,clear,31.3,
CHEM-0367,plot-004b,farm-004,Arhar/Tur,Maharashtra,2021,Rabi,2021-01-18,Carbendazim 50WP,pesticide,fungicide,258.2,g/ha,power sprayer,clear morning,34.5,
CHEM-0368,plot-004b,farm-004,Arhar/Tur,Maharashtra,2022,Rabi,2022-11-19,Borax,fertilizer,micronutrient,10.5,kg/ha,broadcast,light rain,35.5,
CHEM-0369,plot-004b,farm-004,Arhar/Tur,Maharashtra,2022,Rabi,2022-11-25,SSP (Single Super Phosphate),fertilizer,phosphorus,154.2,kg/ha,drip,cloudy,39.8,
CHEM-0370,plot-004b,farm-004,Arhar/Tur,Maharashtra,2022,Rabi,2022-11-10,DAP (18-46-0),fertilizer,phosphorus,86.8,kg/ha,broadcast,overcast,25.3,
CHEM-0371,plot-004b,farm-004,Arhar/Tur,Maharashtra,2022,Rabi,2022-11-25,DAP (18-46-0),fertilizer,phosphorus,72.0,kg/ha,band,cloudy,36.2,
CHEM-0372,plot-004b,farm-004,Arhar/Tur,Maharashtra,2022,Rabi,2022-03-21,Propiconazole 25EC,pesticide,fungicide,744.4,ml/ha,drone,clear morning,31.9,
CHEM-0373,plot-004b,farm-004,Arhar/Tur,Maharashtra,2022,Rabi,2022-01-19,Mancozeb 75WP,pesticide,fungicide,2720.3,g/ha,power sprayer,evening calm,26.5,
CHEM-0374,plot-004b,farm-004,Arhar/Tur,Maharashtra,2022,Rabi,2022-03-10,Pretilachlor 50EC,pesticide,herbicide,667.4,ml/ha,power sprayer,evening calm,26.3,
CHEM-0375,plot-004b,farm-004,Arhar/Tur,Maharashtra,2023,Rabi,2023-12-02,DAP (18-46-0),fertilizer,phosphorus,56.8,kg/ha,foliar,cloudy,34.0,
CHEM-0376,plot-004b,farm-004,Arhar/Tur,Maharashtra,2023,Rabi,2023-12-27,MOP (0-0-60),fertilizer,potassium,42.5,kg/ha,band,overcast,29.8,
CHEM-0377,plot-004b,farm-004,Arhar/Tur,Maharashtra,2023,Rabi,2023-12-15,Ammonium Sulphate,fertilizer,nitrogen,93.9,kg/ha,broadcast,clear,28.1,
CHEM-0378,plot-004b,farm-004,Arhar/Tur,Maharashtra,2023,Rabi,2023-12-15,Ammonium Sulphate,fertilizer,nitrogen,98.6,kg/ha,drip,light rain,31.6,
CHEM-0379,plot-004b,farm-004,Arhar/Tur,Maharashtra,2023,Rabi,2023-02-21,Imidacloprid 17.8SL,pesticide,insecticide,167.7,ml/ha,power sprayer,clear morning,34.7,
CHEM-0380,plot-004b,farm-004,Arhar/Tur,Maharashtra,2023,Rabi,2023-02-27,Glyphosate 41SL,pesticide,herbicide,1826.7,ml/ha,knapsack,cloudy,26.3,
CHEM-0381,plot-004b,farm-004,Arhar/Tur,Maharashtra,2023,Rabi,2023-03-05,Carbendazim 50WP,pesticide,fungicide,334.4,g/ha,drone,cloudy,36.3,
CHEM-0382,plot-004b,farm-004,Arhar/Tur,Maharashtra,2024,Rabi,2024-12-01,Urea (46-0-0),fertilizer,nitrogen,87.0,kg/ha,broadcast,cloudy,28.8,
CHEM-0383,plot-004b,farm-004,Arhar/Tur,Maharashtra,2024,Rabi,2024-12-07,Urea (46-0-0),fertilizer,nitrogen,149.4,kg/ha,band,light rain,23.2,
CHEM-0384,plot-004b,farm-004,Arhar/Tur,Maharashtra,2024,Rabi,2024-02-03,Imidacloprid 17.8SL,pesticide,insecticide,158.6,ml/ha,power sprayer,evening calm,36.5,
CHEM-0385,plot-004b,farm-004,Arhar/Tur,Maharashtra,2024,Rabi,2024-03-10,Lambda Cyhalothrin 5EC,pesticide,insecticide,315.5,ml/ha,knapsack,cloudy,32.5,
CHEM-0386,plot-004b,farm-004,Arhar/Tur,Maharashtra,2025,Rabi,2025-12-03,DAP (18-46-0),fertilizer,phosphorus,50.1,kg/ha,band,cloudy,30.4,
CHEM-0387,plot-004b,farm-004,Arhar/Tur,Maharashtra,2025,Rabi,2025-12-27,Borax,fertilizer,micronutrient,5.1,kg/ha,broadcast,overcast,33.9,
CHEM-0388,plot-004b,farm-004,Arhar/Tur,Maharashtra,2025,Rabi,2025-12-03,Borax,fertilizer,micronutrient,5.7,kg/ha,broadcast,clear,26.3,
CHEM-0389,plot-004b,farm-004,Arhar/Tur,Maharashtra,2025,Rabi,2025-11-21,Ammonium Sulphate,fertilizer,nitrogen,59.6,kg/ha,band,clear,30.6,
CHEM-0390,plot-004b,farm-004,Arhar/Tur,Maharashtra,2025,Rabi,2025-03-07,Lambda Cyhalothrin 5EC,pesticide,insecticide,432.0,ml/ha,knapsack,cloudy,31.9,
CHEM-0391,plot-004b,farm-004,Arhar/Tur,Maharashtra,2026,Rabi,2026-11-05,NPK 20:20:0,fertilizer,complex,65.2,kg/ha,broadcast,overcast,27.0,
CHEM-0392,plot-004b,farm-004,Arhar/Tur,Maharashtra,2026,Rabi,2026-11-08,Zinc Sulphate,fertilizer,micronutrient,14.7,kg/ha,foliar,clear,25.0,
CHEM-0393,plot-004b,farm-004,Arhar/Tur,Maharashtra,2026,Rabi,2026-11-28,Ammonium Sulphate,fertilizer,nitrogen,104.5,kg/ha,foliar,cloudy,30.4,
CHEM-0394,plot-004b,farm-004,Arhar/Tur,Maharashtra,2026,Rabi,2026-02-21,Mancozeb 75WP,pesticide,fungicide,2621.8,g/ha,foliar spray,clear morning,29.9,
CHEM-0395,plot-004b,farm-004,Arhar/Tur,Maharashtra,2026,Rabi,2026-03-20,Imidacloprid 17.8SL,pesticide,insecticide,108.9,ml/ha,foliar spray,evening calm,36.2,
CHEM-0396,plot-004b,farm-004,Arhar/Tur,Maharashtra,2026,Rabi,2026-02-05,Chlorpyrifos 20EC,pesticide,insecticide,2480.3,ml/ha,drone,evening calm,28.7,
CHEM-0397,plot-004c,farm-004,Onion,Maharashtra,2020,Rabi,2020-11-01,MOP (0-0-60),fertilizer,potassium,68.1,kg/ha,broadcast,clear,25.2,
CHEM-0398,plot-004c,farm-004,Onion,Maharashtra,2020,Rabi,2020-12-17,Urea (46-0-0),fertilizer,nitrogen,144.6,kg/ha,foliar,overcast,28.5,
CHEM-0399,plot-004c,farm-004,Onion,Maharashtra,2020,Rabi,2020-11-09,Zinc Sulphate,fertilizer,micronutrient,11.2,kg/ha,broadcast,light rain,21.6,
CHEM-0400,plot-004c,farm-004,Onion,Maharashtra,2020,Rabi,2020-11-18,NPK 20:20:0,fertilizer,complex,118.5,kg/ha,foliar,overcast,31.7,
CHEM-0401,plot-004c,farm-004,Onion,Maharashtra,2020,Rabi,2020-02-24,Imidacloprid 17.8SL,pesticide,insecticide,117.2,ml/ha,knapsack,clear morning,25.9,
CHEM-0402,plot-004c,farm-004,Onion,Maharashtra,2020,Rabi,2020-03-20,Glyphosate 41SL,pesticide,herbicide,1674.0,ml/ha,foliar spray,cloudy,32.7,
CHEM-0403,plot-004c,farm-004,Onion,Maharashtra,2020,Rabi,2020-03-05,Lambda Cyhalothrin 5EC,pesticide,insecticide,335.8,ml/ha,foliar spray,clear morning,29.9,
CHEM-0404,plot-004c,farm-004,Onion,Maharashtra,2021,Rabi,2021-11-24,Ammonium Sulphate,fertilizer,nitrogen,61.7,kg/ha,foliar,clear,35.4,
CHEM-0405,plot-004c,farm-004,Onion,Maharashtra,2021,Rabi,2021-12-09,Urea (46-0-0),fertilizer,nitrogen,103.5,kg/ha,broadcast,light rain,34.2,
CHEM-0406,plot-004c,farm-004,Onion,Maharashtra,2021,Rabi,2021-12-02,DAP (18-46-0),fertilizer,phosphorus,74.8,kg/ha,drip,cloudy,27.4,
CHEM-0407,plot-004c,farm-004,Onion,Maharashtra,2021,Rabi,2021-03-24,Imidacloprid 17.8SL,pesticide,insecticide,187.3,ml/ha,foliar spray,clear morning,33.9,
CHEM-0408,plot-004c,farm-004,Onion,Maharashtra,2021,Rabi,2021-01-08,Chlorpyrifos 20EC,pesticide,insecticide,1066.1,ml/ha,foliar spray,cloudy,27.8,
CHEM-0409,plot-004c,farm-004,Onion,Maharashtra,2022,Rabi,2022-11-18,MOP (0-0-60),fertilizer,potassium,76.6,kg/ha,drip,cloudy,26.4,
CHEM-0410,plot-004c,farm-004,Onion,Maharashtra,2022,Rabi,2022-12-09,Zinc Sulphate,fertilizer,micronutrient,23.7,kg/ha,broadcast,light rain,22.4,
CHEM-0411,plot-004c,farm-004,Onion,Maharashtra,2022,Rabi,2022-03-02,Chlorpyrifos 20EC,pesticide,insecticide,1269.0,ml/ha,drone,clear morning,36.0,
CHEM-0412,plot-004c,farm-004,Onion,Maharashtra,2022,Rabi,2022-02-11,Carbendazim 50WP,pesticide,fungicide,443.4,g/ha,foliar spray,evening calm,29.3,
CHEM-0413,plot-004c,farm-004,Onion,Maharashtra,2022,Rabi,2022-03-26,Propiconazole 25EC,pesticide,fungicide,480.3,ml/ha,power sprayer,evening calm,32.0,
CHEM-0414,plot-004c,farm-004,Onion,Maharashtra,2023,Rabi,2023-12-25,SSP (Single Super Phosphate),fertilizer,phosphorus,159.2,kg/ha,band,cloudy,23.0,
CHEM-0415,plot-004c,farm-004,Onion,Maharashtra,2023,Rabi,2023-12-21,Zinc Sulphate,fertilizer,micronutrient,10.4,kg/ha,broadcast,light rain,20.0,
CHEM-0416,plot-004c,farm-004,Onion,Maharashtra,2023,Rabi,2023-12-04,Zinc Sulphate,fertilizer,micronutrient,22.7,kg/ha,band,cloudy,28.4,
CHEM-0417,plot-004c,farm-004,Onion,Maharashtra,2023,Rabi,2023-01-02,Lambda Cyhalothrin 5EC,pesticide,insecticide,513.5,ml/ha,knapsack,evening calm,28.6,
CHEM-0418,plot-004c,farm-004,Onion,Maharashtra,2024,Rabi,2024-11-19,Borax,fertilizer,micronutrient,14.7,kg/ha,broadcast,cloudy,32.7,
CHEM-0419,plot-004c,farm-004,Onion,Maharashtra,2024,Rabi,2024-11-14,Zinc Sulphate,fertilizer,micronutrient,11.1,kg/ha,band,cloudy,25.8,
CHEM-0420,plot-004c,farm-004,Onion,Maharashtra,2024,Rabi,2024-12-23,SSP (Single Super Phosphate),fertilizer,phosphorus,192.6,kg/ha,foliar,light rain,29.1,
CHEM-0421,plot-004c,farm-004,Onion,Maharashtra,2024,Rabi,2024-01-25,Imidacloprid 17.8SL,pesticide,insecticide,193.2,ml/ha,foliar spray,clear morning,23.7,
CHEM-0422,plot-004c,farm-004,Onion,Maharashtra,2025,Rabi,2025-11-18,Borax,fertilizer,micronutrient,8.1,kg/ha,foliar,cloudy,29.0,
CHEM-0423,plot-004c,farm-004,Onion,Maharashtra,2025,Rabi,2025-11-03,Borax,fertilizer,micronutrient,7.7,kg/ha,band,light rain,36.5,
CHEM-0424,plot-004c,farm-004,Onion,Maharashtra,2025,Rabi,2025-12-05,Urea (46-0-0),fertilizer,nitrogen,95.1,kg/ha,broadcast,cloudy,39.4,
CHEM-0425,plot-004c,farm-004,Onion,Maharashtra,2025,Rabi,2025-02-09,Pretilachlor 50EC,pesticide,herbicide,619.6,ml/ha,knapsack,clear morning,37.2,
CHEM-0426,plot-004c,farm-004,Onion,Maharashtra,2025,Rabi,2025-03-08,"2,4-D Sodium Salt 80WP",pesticide,herbicide,778.0,g/ha,foliar spray,cloudy,23.6,
CHEM-0427,plot-004c,farm-004,Onion,Maharashtra,2026,Rabi,2026-11-05,DAP (18-46-0),fertilizer,phosphorus,50.6,kg/ha,band,overcast,27.4,
CHEM-0428,plot-004c,farm-004,Onion,Maharashtra,2026,Rabi,2026-12-27,DAP (18-46-0),fertilizer,phosphorus,79.1,kg/ha,broadcast,clear,39.9,
CHEM-0429,plot-004c,farm-004,Onion,Maharashtra,2026,Rabi,2026-01-28,"2,4-D Sodium Salt 80WP",pesticide,herbicide,904.6,g/ha,power sprayer,clear morning,22.7,
CHEM-0430,plot-005a,farm-005,Wheat,Uttar Pradesh,2020,Rabi,2020-12-27,Urea (46-0-0),fertilizer,nitrogen,91.8,kg/ha,drip,overcast,20.6,
CHEM-0431,plot-005a,farm-005,Wheat,Uttar Pradesh,2020,Rabi,2020-11-06,Zinc Sulphate,fertilizer,micronutrient,12.6,kg/ha,foliar,light rain,28.9,
CHEM-0432,plot-005a,farm-005,Wheat,Uttar Pradesh,2020,Rabi,2020-11-21,MOP (0-0-60),fertilizer,potassium,31.7,kg/ha,foliar,overcast,28.2,
CHEM-0433,plot-005a,farm-005,Wheat,Uttar Pradesh,2020,Rabi,2020-02-13,"2,4-D Sodium Salt 80WP",pesticide,herbicide,530.5,g/ha,knapsack,cloudy,25.2,
CHEM-0434,plot-005a,farm-005,Wheat,Uttar Pradesh,2020,Rabi,2020-03-26,Pretilachlor 50EC,pesticide,herbicide,699.7,ml/ha,foliar spray,cloudy,34.5,
CHEM-0435,plot-005a,farm-005,Wheat,Uttar Pradesh,2020,Rabi,2020-02-12,Propiconazole 25EC,pesticide,fungicide,591.9,ml/ha,power sprayer,cloudy,26.3,
CHEM-0436,plot-005a,farm-005,Wheat,Uttar Pradesh,2021,Rabi,2021-11-26,SSP (Single Super Phosphate),fertilizer,phosphorus,159.7,kg/ha,foliar,clear,36.2,
CHEM-0437,plot-005a,farm-005,Wheat,Uttar Pradesh,2021,Rabi,2021-11-06,Borax,fertilizer,micronutrient,10.3,kg/ha,broadcast,cloudy,33.1,
CHEM-0438,plot-005a,farm-005,Wheat,Uttar Pradesh,2021,Rabi,2021-03-02,Pretilachlor 50EC,pesticide,herbicide,926.5,ml/ha,knapsack,evening calm,35.5,
CHEM-0439,plot-005a,farm-005,Wheat,Uttar Pradesh,2021,Rabi,2021-01-06,Glyphosate 41SL,pesticide,herbicide,2032.2,ml/ha,knapsack,evening calm,27.1,
CHEM-0440,plot-005a,farm-005,Wheat,Uttar Pradesh,2022,Rabi,2022-11-23,SSP (Single Super Phosphate),fertilizer,phosphorus,191.4,kg/ha,foliar,cloudy,31.3,
CHEM-0441,plot-005a,farm-005,Wheat,Uttar Pradesh,2022,Rabi,2022-12-18,NPK 20:20:0,fertilizer,complex,110.2,kg/ha,foliar,cloudy,29.8,
CHEM-0442,plot-005a,farm-005,Wheat,Uttar Pradesh,2022,Rabi,2022-11-01,DAP (18-46-0),fertilizer,phosphorus,52.8,kg/ha,drip,clear,26.6,
CHEM-0443,plot-005a,farm-005,Wheat,Uttar Pradesh,2022,Rabi,2022-12-23,NPK 20:20:0,fertilizer,complex,108.4,kg/ha,band,light rain,21.2,
CHEM-0444,plot-005a,farm-005,Wheat,Uttar Pradesh,2022,Rabi,2022-03-28,Lambda Cyhalothrin 5EC,pesticide,insecticide,532.3,ml/ha,power sprayer,clear morning,28.0,
CHEM-0445,plot-005a,farm-005,Wheat,Uttar Pradesh,2023,Rabi,2023-12-10,Zinc Sulphate,fertilizer,micronutrient,18.8,kg/ha,foliar,cloudy,39.5,
CHEM-0446,plot-005a,farm-005,Wheat,Uttar Pradesh,2023,Rabi,2023-12-21,Zinc Sulphate,fertilizer,micronutrient,21.9,kg/ha,foliar,cloudy,34.1,
CHEM-0447,plot-005a,farm-005,Wheat,Uttar Pradesh,2023,Rabi,2023-11-13,SSP (Single Super Phosphate),fertilizer,phosphorus,122.3,kg/ha,foliar,light rain,22.5,
CHEM-0448,plot-005a,farm-005,Wheat,Uttar Pradesh,2023,Rabi,2023-12-28,Urea (46-0-0),fertilizer,nitrogen,146.4,kg/ha,broadcast,cloudy,32.0,
CHEM-0449,plot-005a,farm-005,Wheat,Uttar Pradesh,2023,Rabi,2023-01-16,Mancozeb 75WP,pesticide,fungicide,2459.5,g/ha,knapsack,cloudy,33.9,
CHEM-0450,plot-005a,farm-005,Wheat,Uttar Pradesh,2023,Rabi,2023-02-06,Mancozeb 75WP,pesticide,fungicide,2020.2,g/ha,foliar spray,evening calm,32.7,
CHEM-0451,plot-005a,farm-005,Wheat,Uttar Pradesh,2023,Rabi,2023-02-07,Propiconazole 25EC,pesticide,fungicide,578.7,ml/ha,knapsack,evening calm,23.1,
CHEM-0452,plot-005a,farm-005,Wheat,Uttar Pradesh,2024,Rabi,2024-11-13,DAP (18-46-0),fertilizer,phosphorus,86.0,kg/ha,drip,overcast,39.4,
CHEM-0453,plot-005a,farm-005,Wheat,Uttar Pradesh,2024,Rabi,2024-12-12,Zinc Sulphate,fertilizer,micronutrient,17.4,kg/ha,drip,clear,36.6,
CHEM-0454,plot-005a,farm-005,Wheat,Uttar Pradesh,2024,Rabi,2024-11-26,NPK 20:20:0,fertilizer,complex,69.8,kg/ha,broadcast,light rain,20.4,
CHEM-0455,plot-005a,farm-005,Wheat,Uttar Pradesh,2024,Rabi,2024-01-13,Imidacloprid 17.8SL,pesticide,insecticide,88.9,ml/ha,knapsack,evening calm,23.2,
CHEM-0456,plot-005a,farm-005,Wheat,Uttar Pradesh,2024,Rabi,2024-03-16,Imidacloprid 17.8SL,pesticide,insecticide,120.6,ml/ha,foliar spray,cloudy,37.1,
CHEM-0457,plot-005a,farm-005,Wheat,Uttar Pradesh,2025,Rabi,2025-11-11,Zinc Sulphate,fertilizer,micronutrient,12.4,kg/ha,band,cloudy,28.2,
CHEM-0458,plot-005a,farm-005,Wheat,Uttar Pradesh,2025,Rabi,2025-12-08,Ammonium Sulphate,fertilizer,nitrogen,96.2,kg/ha,broadcast,clear,27.9,
CHEM-0459,plot-005a,farm-005,Wheat,Uttar Pradesh,2025,Rabi,2025-02-01,"2,4-D Sodium Salt 80WP",pesticide,herbicide,576.8,g/ha,drone,clear morning,26.7,
